id;bps_nama_kabupaten_kota;bps_kode_kecamatan;bps_nama_kecamatan;bps_kode_desa_kelurahan;bps_desa_kelurahan;kemendagri_kode_kecamatan;kemendagri_nama_kecamatan;KODE_KD;kemendagri_nama_desa_kelurahan;jumlah_kk;semester;tahun
1405;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160003;KEBON GEDANG;32.73.12;BATUNUNGGAL;32.73.12.1006;KEBONGEDANG;3238;2;2021
1406;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160008;KEBON WARU;32.73.12;BATUNUNGGAL;32.73.12.1005;KEBONWARU;4837;2;2021
1407;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160004;MALEER;32.73.12;BATUNUNGGAL;32.73.12.1002;MALEER;5582;2;2021
1408;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160006;SAMOJA;32.73.12;BATUNUNGGAL;32.73.12.1007;SAMOJA;4218;2;2021
1409;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030003;BABAKAN ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1004;BABAKAN ASIH;5158;2;2021
1410;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030004;BABAKAN TAROGONG;32.73.04;BOJONGLOA KALER;32.73.04.1002;BABAKAN TAROGONG;8926;2;2021
1411;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030005;JAMIKA;32.73.04;BOJONGLOA KALER;32.73.04.1003;JAMIKA;8832;2;2021
1412;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030001;KOPO;32.73.04;BOJONGLOA KALER;32.73.04.1001;KOPO;9384;2;2021
1413;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030002;SUKA ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1005;SUKA ASIH;5936;2;2021
1414;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040004;CIBADUYUT;32.73.17;BOJONGLOA KIDUL;32.73.17.1003;CIBADUYUT;3782;2;2021
1415;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040001;CIBADUYUT KIDUL;32.73.17;BOJONGLOA KIDUL;32.73.17.1005;CIBADUYUT KIDUL;2743;2;2021
1416;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040002;CIBADUYUT WETAN;32.73.17;BOJONGLOA KIDUL;32.73.17.1006;CIBADUYUT WETAN;2435;2;2021
1417;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040005;KEBON LEGA;32.73.17;BOJONGLOA KIDUL;32.73.17.1002;KEBON LEGA;7568;2;2021
1418;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040003;MEKAR WANGI;32.73.17;BOJONGLOA KIDUL;32.73.17.1004;MEKARWANGI;3220;2;2021
1419;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040006;SITUSAEUR;32.73.17;BOJONGLOA KIDUL;32.73.17.1001;SITUSAEUR;6803;2;2021
1420;KOTA BANDUNG;3273090;BUAHBATU;3273090001;CIJAURA;32.73.22;BUAHBATU;32.73.22.1003;CIJAURA;8586;2;2021
1421;KOTA BANDUNG;3273090;BUAHBATU;3273090004;JATI SARI;32.73.22;BUAHBATU;32.73.22.1004;JATISARI;2794;2;2021
1422;KOTA BANDUNG;3273090;BUAHBATU;3273090002;MARGASARI;32.73.22;BUAHBATU;32.73.22.1002;MARGASARI;12137;2;2021
1423;KOTA BANDUNG;3273090;BUAHBATU;3273090003;SEKEJATI;32.73.22;BUAHBATU;32.73.22.1001;SEKEJATI;7706;2;2021
1424;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220004;CIGADUNG;32.73.18;CIBEUNYING KALER;32.73.18.1004;CIGADUNG;9792;2;2021
1425;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220001;CIHAURGEULIS;32.73.18;CIBEUNYING KALER;32.73.18.1001;CIHAUR GEULIS;4177;2;2021
1426;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220003;NEGLASARI;32.73.18;CIBEUNYING KALER;32.73.18.1003;NEGLASARI;3047;2;2021
1427;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220002;SUKALUYU;32.73.18;CIBEUNYING KALER;32.73.18.1002;SUKALUYU;5213;2;2021
1428;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210002;CICADAS;32.73.14;CIBEUNYING KIDUL;32.73.14.1003;CICADAS;5105;2;2021
1429;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210003;CIKUTRA;32.73.14;CIBEUNYING KIDUL;32.73.14.1002;CIKUTRA;7451;2;2021
1430;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210004;PADASUKA;32.73.14;CIBEUNYING KIDUL;32.73.14.1001;PADASUKA;5585;2;2021
1431;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210005;PASIRLAYUNG;32.73.14;CIBEUNYING KIDUL;32.73.14.1006;PASIRLAYUNG;6967;2;2021
1432;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210001;SUKAMAJU;32.73.14;CIBEUNYING KIDUL;32.73.14.1004;SUKAMAJU;3837;2;2021
1433;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210006;SUKAPADA;32.73.14;CIBEUNYING KIDUL;32.73.14.1005;SUKAPADA;7005;2;2021
1434;KOTA BANDUNG;3273110;CIBIRU;3273110003;PASIR BIRU;32.73.25;CIBIRU;32.73.25.1003;PASIR BIRU;4796;2;2021
1435;KOTA BANDUNG;3273110;CIBIRU;3273110005;PALASARI;32.73.25;CIBIRU;32.73.25.1001;PALASARI;6662;2;2021
1436;KOTA BANDUNG;3273110;CIBIRU;3273110006;CISURUPAN;32.73.25;CIBIRU;32.73.25.1004;CISURUPAN;4170;2;2021
1437;KOTA BANDUNG;3273110;CIBIRU;3273110004;CIPADUNG;32.73.25;CIBIRU;32.73.25.1002;CIPADUNG;6873;2;2021
1438;KOTA BANDUNG;3273190;CICENDO;3273190001;ARJUNA;32.73.06;CICENDO;32.73.06.1002;ARJUNA;4516;2;2021
1439;KOTA BANDUNG;3273190;CICENDO;3273190005;HUSEN SASTRANEGARA;32.73.06;CICENDO;32.73.06.1001;HUSEN SASTRANEGARA;5094;2;2021
1440;KOTA BANDUNG;3273190;CICENDO;3273190004;PAJAJARAN;32.73.06;CICENDO;32.73.06.1003;PAJAJARAN;8025;2;2021
1441;KOTA BANDUNG;3273190;CICENDO;3273190003;PAMOYANAN;32.73.06;CICENDO;32.73.06.1005;PAMOYANAN;2853;2;2021
1442;KOTA BANDUNG;3273190;CICENDO;3273190002;PASIRKALIKI;32.73.06;CICENDO;32.73.06.1004;PASIR KALIKI;3153;2;2021
1443;KOTA BANDUNG;3273190;CICENDO;3273190006;SUKARAJA;32.73.06;CICENDO;32.73.06.1006;SUKARAJA;7253;2;2021
1444;KOTA BANDUNG;3273260;CIDADAP;3273260002;CIUMBULEUIT;32.73.08;CIDADAP;32.73.08.1002;CIUMBULEUIT;7128;2;2021
1445;KOTA BANDUNG;3273260;CIDADAP;3273260001;HEGARMANAH;32.73.08;CIDADAP;32.73.08.1001;HEGARMANAH;6581;2;2021
1446;KOTA BANDUNG;3273260;CIDADAP;3273260003;LEDENG;32.73.08;CIDADAP;32.73.08.1003;LEDENG;3399;2;2021
1447;KOTA BANDUNG;3273121;CINAMBO;3273121002;BABAKAN PENGHULU;32.73.29;CINAMBO;32.73.29.1004;BABAKAN PENGHULU;2218;2;2021
1448;KOTA BANDUNG;3273121;CINAMBO;3273121003;PAKEMITAN;32.73.29;CINAMBO;32.73.29.1002;PAKEMITAN;2081;2;2021
1449;KOTA BANDUNG;3273121;CINAMBO;3273121004;SUKAMULYA;32.73.29;CINAMBO;32.73.29.1003;SUKAMULYA;1761;2;2021
1450;KOTA BANDUNG;3273121;CINAMBO;3273121001;CISARANTEN WETAN;32.73.29;CINAMBO;32.73.29.1001;CISARANTEN WETAN;1827;2;2021
1451;KOTA BANDUNG;3273230;COBLONG;3273230001;CIPAGANTI;32.73.02;COBLONG;32.73.02.1001;CIPAGANTI;3913;2;2021
1452;KOTA BANDUNG;3273230;COBLONG;3273230006;DAGO;32.73.02;COBLONG;32.73.02.1004;DAGO;11008;2;2021
1453;KOTA BANDUNG;3273230;COBLONG;3273230003;LEBAK GEDE;32.73.02;COBLONG;32.73.02.1002;LEBAKGEDE;3700;2;2021
1454;KOTA BANDUNG;3273230;COBLONG;3273230002;LEBAK SILIWANGI;32.73.02;COBLONG;32.73.02.1006;LEBAK SILIWANGI;1372;2;2021
1455;KOTA BANDUNG;3273230;COBLONG;3273230004;SADANG SERANG;32.73.02;COBLONG;32.73.02.1003;SADANGSERANG;8438;2;2021
1456;KOTA BANDUNG;3273230;COBLONG;3273230005;SEKELOA;32.73.02;COBLONG;32.73.02.1005;SEKELOA;8648;2;2021
1457;KOTA BANDUNG;3273101;GEDEBAGE;3273101004;CIMINCRANG;32.73.27;GEDEBAGE;32.73.27.1001;CIMENERANG;1237;2;2021
1458;KOTA BANDUNG;3273101;GEDEBAGE;3273101003;CISARANTEN KIDUL;32.73.27;GEDEBAGE;32.73.27.1002;CISANTREN KIDUL;6511;2;2021
1459;KOTA BANDUNG;3273101;GEDEBAGE;3273101001;RANCABOLANG;32.73.27;GEDEBAGE;32.73.27.1003;RANCABOLANG;3093;2;2021
1460;KOTA BANDUNG;3273101;GEDEBAGE;3273101002;RANCANUMPANG;32.73.27;GEDEBAGE;32.73.27.1004;RANCANUMPANG;1376;2;2021
1461;KOTA BANDUNG;3273150;KIARACONDONG;3273150004;BABAKAN SARI;32.73.16;KIARACONDONG;32.73.16.1005;BABAKANSARI;12060;2;2021
1462;KOTA BANDUNG;3273150;KIARACONDONG;3273150005;BABAKAN SURABAYA;32.73.16;KIARACONDONG;32.73.16.1003;BABAKAN SURABAYA;6331;2;2021
1463;KOTA BANDUNG;3273150;KIARACONDONG;3273150006;CICAHEUM;32.73.16;KIARACONDONG;32.73.16.1004;CICAHEUM;5465;2;2021
1464;KOTA BANDUNG;3273150;KIARACONDONG;3273150003;KEBON JAYANTI;32.73.16;KIARACONDONG;32.73.16.1002;KEBON JAYANTI;4271;2;2021
1465;KOTA BANDUNG;3273150;KIARACONDONG;3273150001;KEBON KANGKUNG;32.73.16;KIARACONDONG;32.73.16.1006;KEBON KANGKUNG;4145;2;2021
1466;KOTA BANDUNG;3273150;KIARACONDONG;3273150002;SUKAPURA;32.73.16;KIARACONDONG;32.73.16.1001;SUKAPURA;8620;2;2021
1467;KOTA BANDUNG;3273070;LENGKONG;3273070005;BURANGRANG;32.73.13;LENGKONG;32.73.13.1003;BURANGRANG;3362;2;2021
1468;KOTA BANDUNG;3273070;LENGKONG;3273070001;CIJAGRA;32.73.13;LENGKONG;32.73.13.1001;CIJAGRA;3796;2;2021
1469;KOTA BANDUNG;3273070;LENGKONG;3273070006;CIKAWAO;32.73.13;LENGKONG;32.73.13.1007;CIKAWAO;2965;2;2021
1470;KOTA BANDUNG;3273070;LENGKONG;3273070003;LINGKAR SELATAN;32.73.13;LENGKONG;32.73.13.1002;LINGKAR SELATAN;3412;2;2021
1471;KOTA BANDUNG;3273070;LENGKONG;3273070004;MALABAR;32.73.13;LENGKONG;32.73.13.1006;MALABAR;2869;2;2021
1472;KOTA BANDUNG;3273070;LENGKONG;3273070007;PALEDANG;32.73.13;LENGKONG;32.73.13.1004;PALEDANG;2200;2;2021
1473;KOTA BANDUNG;3273070;LENGKONG;3273070002;TURANGGA;32.73.13;LENGKONG;32.73.13.1005;TURANGGA;4814;2;2021
1474;KOTA BANDUNG;3273142;MANDALAJATI;3273142001;JATIHANDAP;32.73.30;MANDALAJATI;32.73.30.1001;JATIHANDAP;8037;2;2021
1475;KOTA BANDUNG;3273142;MANDALAJATI;3273142002;KARANG PAMULANG;32.73.30;MANDALAJATI;32.73.30.1002;KARANG PAMULANG;5543;2;2021
1476;KOTA BANDUNG;3273142;MANDALAJATI;3273142004;PASIR IMPUN;32.73.30;MANDALAJATI;32.73.30.1003;PASIR IMPUN;3838;2;2021
1477;KOTA BANDUNG;3273142;MANDALAJATI;3273142003;SINDANG JAYA;32.73.30;MANDALAJATI;32.73.30.1004;SINDANG JAYA;4409;2;2021
1478;KOTA BANDUNG;3273111;PANYILEUKAN;3273111001;MEKAR MULYA;32.73.28;PANYILEUKAN;32.73.28.1004;MEKAR MULYA;2173;2;2021
1479;KOTA BANDUNG;3273111;PANYILEUKAN;3273111003;CIPADUNG WETAN;32.73.28;PANYILEUKAN;32.73.28.1003;CIPADUNG WETAN;1075;2;2021
1480;KOTA BANDUNG;3273111;PANYILEUKAN;3273111004;CIPADUNG KULON;32.73.28;PANYILEUKAN;32.73.28.1001;CIPADUNG KULON;4011;2;2021
1481;KOTA BANDUNG;3273111;PANYILEUKAN;3273111002;CIPADUNG KIDUL;32.73.28;PANYILEUKAN;32.73.28.1002;CIPADUNG KIDUL;4468;2;2021
1482;KOTA BANDUNG;3273100;RANCASARI;3273100002;CIPAMOKOLAN;32.73.23;RANCASARI;32.73.23.1001;CIPAMOKOLAN;7364;2;2021
1483;KOTA BANDUNG;3273100;RANCASARI;3273100001;DERWATI;32.73.23;RANCASARI;32.73.23.1002;DERWATI;5581;2;2021
1484;KOTA BANDUNG;3273100;RANCASARI;3273100005;MANJAHLEGA;32.73.23;RANCASARI;32.73.23.1003;MANJAHLEGA;7137;2;2021
1485;KOTA BANDUNG;3273100;RANCASARI;3273111001;MEKAR MULYA;32.73.23;RANCASARI;32.73.28.1004;MEKAR MULYA;5599;2;2021
1486;KOTA BANDUNG;3273060;REGOL;3273060003;ANCOL;32.73.11;REGOL;32.73.11.1002;ANCOL;3751;2;2021
1487;KOTA BANDUNG;3273060;REGOL;3273060007;BALONG GEDE;32.73.11;REGOL;32.73.11.1004;BALONGGEDE;2774;2;2021
1488;KOTA BANDUNG;3273060;REGOL;3273060005;CIATEUL;32.73.11;REGOL;32.73.11.1006;CIATEUL;2522;2;2021
1489;KOTA BANDUNG;3273060;REGOL;3273060004;CIGERELENG;32.73.11;REGOL;32.73.11.1001;CIGERELENG;3951;2;2021
1490;KOTA BANDUNG;3273060;REGOL;3273060001;CISEUREUH;32.73.11;REGOL;32.73.11.1005;CISEUREUH;5179;2;2021
1491;KOTA BANDUNG;3273060;REGOL;3273060002;PASIRLUYU;32.73.11;REGOL;32.73.11.1007;PASIRLUYU;5314;2;2021
1492;KOTA BANDUNG;3273060;REGOL;3273060006;PUNGKUR;32.73.11;REGOL;32.73.11.1003;PUNGKUR;2529;2;2021
1493;KOTA BANDUNG;3273240;SUKAJADI;3273240004;CIPEDES;32.73.07;SUKAJADI;32.73.07.1002;CIPEDES;9134;2;2021
1494;KOTA BANDUNG;3273240;SUKAJADI;3273240005;PASTEUR;32.73.07;SUKAJADI;32.73.07.1001;PASTEUR;5962;2;2021
1495;KOTA BANDUNG;3273240;SUKAJADI;3273240003;SUKABUNGAH;32.73.07;SUKAJADI;32.73.07.1005;SUKABUNGAH;6898;2;2021
1496;KOTA BANDUNG;3273240;SUKAJADI;3273240002;SUKAGALIH;32.73.07;SUKAJADI;32.73.07.1004;SUKAGALIH;5763;2;2021
1497;KOTA BANDUNG;3273240;SUKAJADI;3273240001;SUKAWARNA;32.73.07;SUKAJADI;32.73.07.1003;SUKAWARNA;4417;2;2021
1498;KOTA BANDUNG;3273250;SUKASARI;3273250003;GEGERKALONG;32.73.01;SUKASARI;32.73.01.1002;GEGERKALONG;7521;2;2021
1499;KOTA BANDUNG;3273250;SUKASARI;3273250004;ISOLA;32.73.01;SUKASARI;32.73.01.1003;ISOLA;4218;2;2021
1500;KOTA BANDUNG;3273250;SUKASARI;3273250001;SARIJADI;32.73.01;SUKASARI;32.73.01.1004;SARIJADI;8779;2;2021
1501;KOTA BANDUNG;3273250;SUKASARI;3273250002;SUKARASA;32.73.01;SUKASARI;32.73.01.1001;SUKARASA;4184;2;2021
1502;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170004;BABAKAN CIAMIS;32.73.19;SUMUR BANDUNG;32.73.19.1004;BABAKAN CIAMIS;2672;2;2021
1503;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170001;BRAGA;32.73.19;SUMUR BANDUNG;32.73.19.1001;BRAGA;2021;2;2021
1504;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170002;KEBON PISANG;32.73.19;SUMUR BANDUNG;32.73.19.1003;KEBON PISANG;3917;2;2021
1505;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170003;MERDEKA;32.73.19;SUMUR BANDUNG;32.73.19.1002;MERDEKA;3249;2;2021
1506;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120006;CIGENDING;32.73.26;UJUNGBERUNG;32.73.26.1004;CIGENDING;5162;2;2021
1507;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120003;PASANGGRAHAN;32.73.26;UJUNGBERUNG;32.73.26.1007;PASANGGRAHAN;6012;2;2021
1508;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120007;PASIR ENDAH;32.73.26;UJUNGBERUNG;32.73.26.1003;PASIR ENDAH;5024;2;2021
1509;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120005;PASIR WANGI;32.73.26;UJUNGBERUNG;32.73.26.1005;PASIRWANGI;4937;2;2021
1510;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120004;PASIRJATI;32.73.26;UJUNGBERUNG;32.73.26.1006;PASIRJATI;5225;2;2021
1511;KOTA BANDUNG;3273250;SUKASARI;3273250002;SUKARASA;32.73.01;SUKASARI;32.73.01.1001;SUKARASA;4449;1;2022
1512;KOTA BANDUNG;3273250;SUKASARI;3273250003;GEGERKALONG;32.73.01;SUKASARI;32.73.01.1002;GEGERKALONG;7831;1;2022
1513;KOTA BANDUNG;3273250;SUKASARI;3273250004;ISOLA;32.73.01;SUKASARI;32.73.01.1003;ISOLA;4452;1;2022
1514;KOTA BANDUNG;3273250;SUKASARI;3273250001;SARIJADI;32.73.01;SUKASARI;32.73.01.1004;SARIJADI;8996;1;2022
1515;KOTA BANDUNG;3273230;COBLONG;3273230001;CIPAGANTI;32.73.02;COBLONG;32.73.02.1001;CIPAGANTI;4012;1;2022
1516;KOTA BANDUNG;3273230;COBLONG;3273230003;LEBAK GEDE;32.73.02;COBLONG;32.73.02.1002;LEBAKGEDE;3804;1;2022
1517;KOTA BANDUNG;3273230;COBLONG;3273230004;SADANG SERANG;32.73.02;COBLONG;32.73.02.1003;SADANGSERANG;8819;1;2022
1518;KOTA BANDUNG;3273230;COBLONG;3273230006;DAGO;32.73.02;COBLONG;32.73.02.1004;DAGO;11540;1;2022
1519;KOTA BANDUNG;3273230;COBLONG;3273230005;SEKELOA;32.73.02;COBLONG;32.73.02.1005;SEKELOA;8978;1;2022
1520;KOTA BANDUNG;3273230;COBLONG;3273230002;LEBAK SILIWANGI;32.73.02;COBLONG;32.73.02.1006;LEBAK SILIWANGI;1366;1;2022
1521;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020004;BABAKAN CIPARAY;32.73.03;BABAKAN CIPARAY;32.73.03.1001;BABAKAN CIPARAY;10685;1;2022
1522;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020005;BABAKAN;32.73.03;BABAKAN CIPARAY;32.73.03.1002;BABAKAN;9725;1;2022
1523;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020006;SUKAHAJI;32.73.03;BABAKAN CIPARAY;32.73.03.1003;SUKAHAJI;9898;1;2022
1524;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020003;MARGAHAYU UTARA;32.73.03;BABAKAN CIPARAY;32.73.03.1004;MARGAHAYU UTARA;7299;1;2022
1525;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020001;MARGASUKA;32.73.03;BABAKAN CIPARAY;32.73.03.1005;MARGASUKA;3884;1;2022
1526;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020002;CIRANGRANG;32.73.03;BABAKAN CIPARAY;32.73.03.1006;CIRANGRANG;3728;1;2022
1527;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030001;KOPO;32.73.04;BOJONGLOA KALER;32.73.04.1001;KOPO;9870;1;2022
1528;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030004;BABAKAN TAROGONG;32.73.04;BOJONGLOA KALER;32.73.04.1002;BABAKAN TAROGONG;9204;1;2022
1529;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030005;JAMIKA;32.73.04;BOJONGLOA KALER;32.73.04.1003;JAMIKA;9103;1;2022
1530;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030003;BABAKAN ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1004;BABAKAN ASIH;5267;1;2022
1531;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030002;SUKA ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1005;SUKA ASIH;6180;1;2022
1532;KOTA BANDUNG;3273180;ANDIR;3273180002;MALEBER;32.73.05;ANDIR;32.73.05.1001;MALEBER;6668;1;2022
1533;KOTA BANDUNG;3273180;ANDIR;3273180004;DUNGUS CARIANG;32.73.05;ANDIR;32.73.05.1002;DUNGUS CARIANG;6250;1;2022
1534;KOTA BANDUNG;3273180;ANDIR;3273180005;CIROYOM;32.73.05;ANDIR;32.73.05.1003;CIROYOM;6493;1;2022
1535;KOTA BANDUNG;3273180;ANDIR;3273180006;KEBON JERUK;32.73.05;ANDIR;32.73.05.1004;KEBON JERUK;4154;1;2022
1536;KOTA BANDUNG;3273180;ANDIR;3273180003;GARUDA;32.73.05;ANDIR;32.73.05.1005;GARUDA;3548;1;2022
1537;KOTA BANDUNG;3273180;ANDIR;3273180001;CAMPAKA;32.73.05;ANDIR;32.73.05.1006;CAMPAKA;5968;1;2022
1538;KOTA BANDUNG;3273190;CICENDO;3273190005;HUSEN SASTRANEGARA;32.73.06;CICENDO;32.73.06.1001;HUSEN SASTRANEGARA;5354;1;2022
1539;KOTA BANDUNG;3273190;CICENDO;3273190001;ARJUNA;32.73.06;CICENDO;32.73.06.1002;ARJUNA;4560;1;2022
1540;KOTA BANDUNG;3273190;CICENDO;3273190004;PAJAJARAN;32.73.06;CICENDO;32.73.06.1003;PAJAJARAN;8504;1;2022
1541;KOTA BANDUNG;3273190;CICENDO;3273190002;PASIRKALIKI;32.73.06;CICENDO;32.73.06.1004;PASIR KALIKI;3211;1;2022
1542;KOTA BANDUNG;3273190;CICENDO;3273190003;PAMOYANAN;32.73.06;CICENDO;32.73.06.1005;PAMOYANAN;2826;1;2022
1543;KOTA BANDUNG;3273190;CICENDO;3273190006;SUKARAJA;32.73.06;CICENDO;32.73.06.1006;SUKARAJA;7656;1;2022
1544;KOTA BANDUNG;3273240;SUKAJADI;3273240005;PASTEUR;32.73.07;SUKAJADI;32.73.07.1001;PASTEUR;6177;1;2022
1545;KOTA BANDUNG;3273240;SUKAJADI;3273240004;CIPEDES;32.73.07;SUKAJADI;32.73.07.1002;CIPEDES;9784;1;2022
1546;KOTA BANDUNG;3273240;SUKAJADI;3273240001;SUKAWARNA;32.73.07;SUKAJADI;32.73.07.1003;SUKAWARNA;4665;1;2022
1547;KOTA BANDUNG;3273240;SUKAJADI;3273240002;SUKAGALIH;32.73.07;SUKAJADI;32.73.07.1004;SUKAGALIH;6091;1;2022
1548;KOTA BANDUNG;3273240;SUKAJADI;3273240003;SUKABUNGAH;32.73.07;SUKAJADI;32.73.07.1005;SUKABUNGAH;7174;1;2022
1549;KOTA BANDUNG;3273260;CIDADAP;3273260001;HEGARMANAH;32.73.08;CIDADAP;32.73.08.1001;HEGARMANAH;6803;1;2022
1550;KOTA BANDUNG;3273260;CIDADAP;3273260002;CIUMBULEUIT;32.73.08;CIDADAP;32.73.08.1002;CIUMBULEUIT;7673;1;2022
1551;KOTA BANDUNG;3273260;CIDADAP;3273260003;LEDENG;32.73.08;CIDADAP;32.73.08.1003;LEDENG;3531;1;2022
1552;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200003;CIHAPIT;32.73.09;BANDUNG WETAN;32.73.09.1001;CIHAPIT;1458;1;2022
1553;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200001;TAMAN SARI;32.73.09;BANDUNG WETAN;32.73.09.1002;TAMANSARI;7790;1;2022
1554;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200002;CITARUM;32.73.09;BANDUNG WETAN;32.73.09.1003;CITARUM;818;1;2022
1555;KOTA BANDUNG;3273050;ASTANAANYAR;3273050001;KARASAK;32.73.10;ASTANA ANYAR;32.73.10.1001;KARASAK;4480;1;2022
1556;KOTA BANDUNG;3273050;ASTANAANYAR;3273050003;NYENGSERET;32.73.10;ASTANA ANYAR;32.73.10.1002;NYENGSERET;3992;1;2022
1557;KOTA BANDUNG;3273050;ASTANAANYAR;3273050006;KARANG ANYAR;32.73.10;ASTANA ANYAR;32.73.10.1003;KARANGANYAR;2396;1;2022
1558;KOTA BANDUNG;3273050;ASTANAANYAR;3273050004;PANJUNAN;32.73.10;ASTANA ANYAR;32.73.10.1004;PANJUNAN;2451;1;2022
1559;KOTA BANDUNG;3273050;ASTANAANYAR;3273050005;CIBADAK;32.73.10;ASTANA ANYAR;32.73.10.1005;CIBADAK;4552;1;2022
1560;KOTA BANDUNG;3273050;ASTANAANYAR;3273050002;PELINDUNG HEWAN;32.73.10;ASTANA ANYAR;32.73.10.1006;PELINDUNG HEWAN;6415;1;2022
1561;KOTA BANDUNG;3273060;REGOL;3273060004;CIGERELENG;32.73.11;REGOL;32.73.11.1001;CIGERELENG;4049;1;2022
1562;KOTA BANDUNG;3273060;REGOL;3273060003;ANCOL;32.73.11;REGOL;32.73.11.1002;ANCOL;3861;1;2022
1563;KOTA BANDUNG;3273060;REGOL;3273060006;PUNGKUR;32.73.11;REGOL;32.73.11.1003;PUNGKUR;2630;1;2022
1564;KOTA BANDUNG;3273060;REGOL;3273060007;BALONG GEDE;32.73.11;REGOL;32.73.11.1004;BALONGGEDE;2885;1;2022
1565;KOTA BANDUNG;3273060;REGOL;3273060001;CISEUREUH;32.73.11;REGOL;32.73.11.1005;CISEUREUH;5440;1;2022
1566;KOTA BANDUNG;3273060;REGOL;3273060005;CIATEUL;32.73.11;REGOL;32.73.11.1006;CIATEUL;2572;1;2022
1567;KOTA BANDUNG;3273060;REGOL;3273060002;PASIRLUYU;32.73.11;REGOL;32.73.11.1007;PASIRLUYU;5513;1;2022
1568;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160001;GUMURUH;32.73.12;BATUNUNGGAL;32.73.12.1001;GUMURUH;6403;1;2022
1569;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160004;MALEER;32.73.12;BATUNUNGGAL;32.73.12.1002;MALEER;5915;1;2022
1570;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160005;CIBANGKONG;32.73.12;BATUNUNGGAL;32.73.12.1003;CIBANGKONG;6098;1;2022
1571;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160007;KACAPIRING;32.73.12;BATUNUNGGAL;32.73.12.1004;KACAPIRING;3137;1;2022
1572;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160008;KEBON WARU;32.73.12;BATUNUNGGAL;32.73.12.1005;KEBONWARU;4868;1;2022
1573;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160003;KEBON GEDANG;32.73.12;BATUNUNGGAL;32.73.12.1006;KEBONGEDANG;3330;1;2022
1574;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160006;SAMOJA;32.73.12;BATUNUNGGAL;32.73.12.1007;SAMOJA;4328;1;2022
